"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSRNOG00000005854"	215.778981667015	-0.175880292636963	0.118806414722623	-1.48039390842313	0.138768154725504	0.428962789434239
"ENSRNOG00000011283"	68.3341729834821	-0.242430901810065	0.163701522890662	-1.48093247716448	0.138624567591238	0.428962789434239
"ENSRNOG00000011467"	174.210114765441	-0.132339502588372	0.0893808889628573	-1.48062414822666	0.138706756769282	0.428962789434239
"ENSRNOG00000016383"	341.95120802694	-0.133034672944492	0.0898527790574225	-1.48058495619231	0.138717206615351	0.428962789434239
"ENSRNOG00000019590"	635.006538134884	-0.103281975201191	0.0697696375283485	-1.48032839011419	0.1387856302921	0.428962789434239
"ENSRNOG00000020737"	253.597237470447	-0.134538404994814	0.0908694193039374	-1.48056855678602	0.138721579399949	0.428962789434239
"ENSRNOG00000050298"	127.825228402361	-0.175649177714261	0.118639228085526	-1.48053203437598	0.138731318221351	0.428962789434239
"ENSRNOG00000014722"	507.37937123764	0.120647771868246	0.0815112817885858	1.48013586856808	0.138836990984783	0.429046880804229
"ENSRNOG00000003069"	36.2286663256767	-0.272330519290612	0.184034262752187	-1.47978161902016	0.138931535550133	0.429259174895434
"ENSRNOG00000011559"	1355.25483198557	0.102882511756081	0.0695336796723714	1.47960689324716	0.138978185825797	0.429259174895434
"ENSRNOG00000011567"	82.9982536391053	-0.177721174774508	0.120110412281611	-1.47964836185744	0.138967112972638	0.429259174895434
"ENSRNOG00000014901"	1716.61325210975	0.0763336820111508	0.0515939987429019	1.47950699443804	0.139004863366459	0.429266931150628
"ENSRNOG00000006958"	112.247306818829	0.173928044738183	0.117591593297532	1.4790857055411	0.139117410109038	0.429456505083395
"ENSRNOG00000015084"	5.87111315982192	0.738567784605626	0.499367762582286	1.47900573474429	0.1391387821176	0.429456505083395
"ENSRNOG00000016411"	1415.55479871457	0.137181809549857	0.0927497280062431	1.47905349696145	0.139126017472649	0.429456505083395
"ENSRNOG00000016592"	1891.6308896099	-0.0712689670372544	0.0481952443978053	-1.47875517445244	0.139205760139121	0.429588588837943
"ENSRNOG00000028274"	808.778607563125	0.193966673454771	0.131183239193097	1.47859341366971	0.139249014082637	0.429647426984519
"ENSRNOG00000010830"	1784.78874113376	0.0701706828900716	0.0474852825701741	1.47773539699112	0.139478616046387	0.430281114420279
"ENSRNOG00000000938"	655.525479502413	-0.0986999791061246	0.0668222277619402	-1.47705310660626	0.139661402240962	0.43047200820208
"ENSRNOG00000008409"	133.443430286907	-0.200148812454995	0.135510083585029	-1.47700309202014	0.13967480844154	0.43047200820208
"ENSRNOG00000013829"	0.901935288561432	2.09354733115303	1.41729142431426	1.47714668644521	0.139636321216564	0.43047200820208
"ENSRNOG00000024139"	1.24666373824074	1.58969578158321	1.07629636259578	1.47700562487196	0.139674129497396	0.43047200820208
"ENSRNOG00000046007"	85.2944316534597	0.182296023434828	0.123426370417558	1.47696171262357	0.13968590076433	0.43047200820208
"ENSRNOG00000054863"	671.697927748047	-0.0858238532087233	0.0580945093459717	-1.47731436541816	0.139591389006479	0.43047200820208
"ENSRNOG00000008234"	121.512620784243	0.168998524957921	0.114466008364633	1.47640795177879	0.139834409312651	0.43078019643091
"ENSRNOG00000010124"	572.902520970031	-0.147333069699543	0.0997859097982581	-1.47649172109984	0.139811936113934	0.43078019643091
"ENSRNOG00000009191"	52.7075664174791	-0.238743886483416	0.161747554335305	-1.47602779816069	0.13993642988437	0.431019733663268
"ENSRNOG00000053945"	360.309751026986	-0.170887542416639	0.115841850945913	-1.47517966107454	0.140164248047386	0.431646591204182
"ENSRNOG00000039457"	81.0053680783093	0.190069129754103	0.12889504271942	1.47460387726352	0.140319071903784	0.43204847880515
"ENSRNOG00000027376"	137.090988909671	0.163554030533077	0.110928357998954	1.47441135416987	0.140370869223671	0.432058178828636
"ENSRNOG00000046741"	1963.48508299267	0.0550554519455216	0.0373389851781133	1.47447638662106	0.14035337094213	0.432058178828636
"ENSRNOG00000006806"	38.3939944139372	0.294959975944926	0.200122762515112	1.47389518432543	0.140509814560694	0.432059571640841
"ENSRNOG00000009318"	263.95073577872	0.1236671181057	0.0839065357274337	1.47386752454453	0.140517263152009	0.432059571640841
"ENSRNOG00000011893"	1991.51516821388	0.0883346500381589	0.05992296906023	1.47413673627172	0.140444779164855	0.432059571640841
"ENSRNOG00000013003"	14.2861887016494	-0.564732999905269	0.383155369321641	-1.47390078574418	0.140508306173607	0.432059571640841
"ENSRNOG00000045369"	12.9009670447911	0.47161749303489	0.319962525753743	1.47397727882004	0.140487708858405	0.432059571640841
"ENSRNOG00000059370"	2.61179659811674	0.98166187382179	0.665845483736971	1.47430882659494	0.140398459726026	0.432059571640841
"ENSRNOG00000005923"	663.136175441731	0.0763306324458749	0.0518025988368717	1.47349040704006	0.140618848633783	0.432190790024775
"ENSRNOG00000026861"	13.7611241808349	0.422690468537896	0.286857110881438	1.47352271393614	0.140610143799259	0.432190790024775
"ENSRNOG00000060605"	15.4915504011393	0.436226890488738	0.296060538858177	1.47343814265536	0.140632931731307	0.432190790024775
"ENSRNOG00000008761"	348.311051071951	0.120398656491665	0.081732527695939	1.47308127970264	0.140729120575614	0.432411584290718
"ENSRNOG00000011353"	0.835192515114993	1.95833334209061	1.3299884697019	1.47244384947904	0.140901059392745	0.432714907150325
"ENSRNOG00000026306"	32.1308780497836	0.366163004248651	0.248677939329769	1.47243862980176	0.140902468001646	0.432714907150325
"ENSRNOG00000035480"	2.0363893443512	1.14753159441965	0.779284225892399	1.4725456467511	0.140873590022823	0.432714907150325
"ENSRNOG00000047132"	151.238271582252	0.213738040501402	0.145167551442853	1.47235410652733	0.140925279393381	0.432714907150325
"ENSRNOG00000022505"	131.947579571962	0.295590987942316	0.2007771646941	1.47223409789989	0.140957672554433	0.43273956750508
"ENSRNOG00000015397"	419.667014781882	0.102512828074086	0.0696506259748772	1.47181488521097	0.141070872875942	0.433012254172345
"ENSRNOG00000030763"	10098.9492476019	-0.0972127168508643	0.0660757534055222	-1.47123130407984	0.141228574065818	0.433421416919683
"ENSRNOG00000017952"	1226.13761808811	0.060827444144469	0.0413493740132977	1.47106082246631	0.14127466889283	0.433487984719871
"ENSRNOG00000032381"	190.371499073945	0.215882888239776	0.1467793531466	1.47079874390887	0.141345552254553	0.433630577667983
"ENSRNOG00000002607"	119.512113006588	-0.283146325326207	0.192526621864572	-1.47068661250069	0.141375888344955	0.433648748864001
"ENSRNOG00000002926"	175.978972465803	-0.153669762641517	0.104515557895884	-1.47030514628836	0.141479127879898	0.433815596155814
"ENSRNOG00000019290"	387.545168645544	-0.108764656756964	0.0739698295090829	-1.47039215148669	0.14145557580457	0.433815596155814
"ENSRNOG00000014979"	3.99325847537461	-0.942047312074249	0.640849925388805	-1.46999675704527	0.14156263229475	0.433996727209466
"ENSRNOG00000012472"	257.43282904687	-0.118325961250487	0.0805015425719339	-1.4698595513838	0.141599796468939	0.434035752317131
"ENSRNOG00000052418"	419.797849024345	0.102709993570239	0.0698909043072347	1.46957597112687	0.141676632115371	0.434196345111341
"ENSRNOG00000008846"	50.5245435416622	0.316293918679551	0.215316803419165	1.46896997195249	0.141840934042825	0.434624894152614
"ENSRNOG00000002273"	59.6327812339804	0.268144680612869	0.182573837903987	1.46869170134816	0.141916429363376	0.434781223660168
"ENSRNOG00000011696"	8487.74588472704	-0.163987811373264	0.111675872852116	-1.46842650238714	0.141988407043559	0.434926724317078
"ENSRNOG00000046227"	793.27878917477	-0.103498959412691	0.070491349522537	-1.46825050327064	0.142036190460077	0.434998077783163
"ENSRNOG00000000499"	12.380817661952	0.508166783519405	0.346128205881473	1.46814612298143	0.142064535338581	0.435009884712845
"ENSRNOG00000032463"	370.825052744063	-0.103576224193006	0.0705644741341752	-1.46782393639128	0.142152053775508	0.435202849226877
"ENSRNOG00000004409"	34.8688193320071	-0.326172919024997	0.222280208944506	-1.4673952331331	0.142268570484002	0.435387762367401
"ENSRNOG00000010063"	25.6325335869775	0.487545616841945	0.332266923277061	1.4673311807068	0.142285985505982	0.435387762367401
"ENSRNOG00000013836"	2022.61764539244	-0.0756956602214807	0.0515844911864484	-1.46741120209724	0.142264228985162	0.435387762367401
"ENSRNOG00000027232"	53.831009969424	0.271513471963282	0.185064502181123	1.46712885919932	0.142341004844722	0.435481100423149
"ENSRNOG00000019680"	10.2887324213095	0.697457517846062	0.475468154854889	1.46688586969389	0.142407105033409	0.435533300053106
"ENSRNOG00000046207"	133.588018566622	-0.217050265492584	0.147957845629718	-1.46697368138069	0.142383214990356	0.435533300053106
"ENSRNOG00000013776"	0.783537857210221	2.50476406778383	1.70773073582768	1.4667207278259	0.142452041857781	0.435595734122871
"ENSRNOG00000007092"	42.2026877074152	-0.337843681132004	0.230355180353557	-1.46662072289179	0.142479259535145	0.435603973687227
"ENSRNOG00000004030"	286.923701880105	-0.368355156714246	0.251183414464968	-1.46647881787442	0.142517887731136	0.435640654079626
"ENSRNOG00000007947"	991.023019390618	0.148093184243247	0.100991230729659	1.46639647000316	0.142540307465562	0.435640654079626
"ENSRNOG00000027309"	6.27232591878266	0.696213976952511	0.474889914179456	1.46605340767338	0.142633737514585	0.435794343472364
"ENSRNOG00000054625"	342.661705128646	0.13812391874738	0.0942161908865865	1.46603166024455	0.142639661822233	0.435794343472364
"ENSRNOG00000028992"	4.09282506604824	-1.32297797577862	0.902635728032614	-1.46568314846365	0.142734627137495	0.43600948956893
"ENSRNOG00000051819"	68.0478774610805	0.307790149452597	0.21003539253821	1.46542040240482	0.142806254392455	0.436153283489198
"ENSRNOG00000004517"	463.420714046604	-0.413026412519903	0.281870524308003	-1.46530543955914	0.142837603111235	0.436174031986397
"ENSRNOG00000045580"	11.7606613495571	-0.472938052155794	0.322787830620175	-1.46516692171181	0.142875381956416	0.436214405240946
"ENSRNOG00000006800"	64.8541526121554	0.215855218144654	0.147388442315141	1.46453286807333	0.143048409295847	0.436357747979614
"ENSRNOG00000008834"	466.171788034168	-0.134720156996345	0.0919922054101999	-1.46447360834125	0.143064588938103	0.436357747979614
"ENSRNOG00000011167"	42.6858545180672	0.295051961090084	0.201456052188677	1.46459715597796	0.143030858403134	0.436357747979614
"ENSRNOG00000014483"	672.113220432926	0.0941778804781574	0.0643084938721188	1.46447031811125	0.143065487308392	0.436357747979614
"ENSRNOG00000042068"	647.283970277217	0.0987612010470863	0.067438886585955	1.46445479821511	0.143069724946984	0.436357747979614
"ENSRNOG00000054235"	2.69924455282336	0.999945432279906	0.682795583783894	1.46448725801424	0.143060862053185	0.436357747979614
"ENSRNOG00000003526"	33.6179840267184	0.308996169257106	0.211024819110203	1.46426458536964	0.143121669542518	0.43644123881266
"ENSRNOG00000021054"	305.658686466832	-0.114167533697483	0.0779755596560981	-1.46414510137542	0.143154306429759	0.436465833352526
"ENSRNOG00000011431"	407.23556168048	-0.17243839548397	0.117818766546999	-1.46359022877041	0.143305943950136	0.436735889385834
"ENSRNOG00000011732"	588.827133480974	-0.0972772591997176	0.0664665955731833	-1.46355110203606	0.143316641289761	0.436735889385834
"ENSRNOG00000011971"	868.914043888383	0.234481826535925	0.160209154392403	1.46359817842621	0.143303770570737	0.436735889385834
"ENSRNOG00000019891"	991.792848821006	-0.0751625106209819	0.0513663273590719	-1.46326425277721	0.143395085249676	0.436825055614815
"ENSRNOG00000054581"	92.9484191931258	0.172834085146082	0.118113078448718	1.46329337458699	0.14338711987825	0.436825055614815
"ENSRNOG00000022267"	5.68762685067383	0.687077698873163	0.469743736489007	1.46266495006101	0.143559081373392	0.437249650623382
"ENSRNOG00000046261"	511.794600024346	0.157442879287508	0.107680725587968	1.462126842365	0.143706454331111	0.437623478190214
"ENSRNOG00000038489"	485.512028049714	-0.119800589341825	0.0819603319323022	-1.46168989945987	0.143826206356377	0.437913079106672
"ENSRNOG00000030253"	3.72722349907975	0.90129883670184	0.616882746914377	1.46105372732517	0.144000697512094	0.438369218493115
"ENSRNOG00000010180"	296.054661759796	-0.100140498130156	0.068559300902187	-1.46064059598604	0.144114099281613	0.43856411607663
"ENSRNOG00000015873"	15.7803087770316	-0.668993002764848	0.457999709947981	-1.46068433720369	0.14410208937236	0.43856411607663
"ENSRNOG00000052174"	1.89023552274416	1.2380188120183	0.847862897521305	1.46016391994225	0.144245028700019	0.438887366358075
"ENSRNOG00000002860"	177.249268466675	-0.126424753603261	0.0865979779086781	-1.45990422243557	0.144316398615153	0.438954141883728
"ENSRNOG00000054437"	74.8848703732276	0.264776569709612	0.181362798615821	1.45992767938305	0.144309951078946	0.438954141883728
"ENSRNOG00000003066"	7.67813158618408	0.581647009467399	0.398471046931685	1.45969704435544	0.144373354579769	0.439040441087674
"ENSRNOG00000021133"	771.666006077004	0.0706973521314316	0.0484354100055717	1.45962121768555	0.144394204629521	0.439040441087674
"ENSRNOG00000023449"	0.806234473053738	-1.80758221667146	1.23850807766889	-1.45948359099415	0.144432053718967	0.439080364574706
"ENSRNOG00000010682"	851.859675416005	-0.110821726650658	0.075944446945087	-1.45924726702914	0.144497063550905	0.439202830228393
"ENSRNOG00000011137"	442.165668609459	-0.0892749976679009	0.0611940657631684	-1.45888325206909	0.144597243484355	0.43925667222061
"ENSRNOG00000019079"	155.209767797159	0.143670971925451	0.098474656616243	1.45896392901717	0.144575035930137	0.43925667222061
"ENSRNOG00000031661"	86.4248647663401	0.235080735461604	0.161135356964707	1.45890225391745	0.144592012701922	0.43925667222061
"ENSRNOG00000032840"	258.836654656534	-0.121928114268596	0.0835797573558423	-1.45882350135913	0.144613692458826	0.43925667222061
"ENSRNOG00000010716"	64.7180747027643	-0.313445922817192	0.214942065259578	-1.45828096719298	0.144763114144456	0.439590324790252
"ENSRNOG00000022807"	71.3778175922704	-0.203561748433395	0.139593657658899	-1.45824496504564	0.144773033835668	0.439590324790252
"ENSRNOG00000015773"	25.2961817055653	-0.372209381232109	0.255261884819107	-1.4581471162288	0.1447999968046	0.439597050630681
"ENSRNOG00000024450"	158.415959995274	-0.154721444358502	0.106203278650043	-1.45684244709935	0.145159875837322	0.440558464861812
"ENSRNOG00000033556"	2733.33767715646	0.127432590824175	0.0874731657539827	1.45681923965777	0.145166283557743	0.440558464861812
"ENSRNOG00000016700"	302.938542871818	-0.219660888461074	0.150800329739408	-1.45663400630928	0.145217435414674	0.440633383640888
"ENSRNOG00000056714"	49.138115764225	-0.292720891398712	0.200968624949764	-1.45655020265916	0.145240582177414	0.440633383640888
"ENSRNOG00000000435"	388.943526205759	-0.0980807526985063	0.0673671807581548	-1.45591297713069	0.14541667778727	0.440711465042634
"ENSRNOG00000000495"	314.55390854525	-0.119183696284864	0.0818477408948523	-1.45616354198433	0.145347415350075	0.440711465042634
"ENSRNOG00000005708"	9.76428064179381	0.633764017327121	0.435251495109667	1.45608693927045	0.145368587588067	0.440711465042634
"ENSRNOG00000008256"	361.3878116978	0.1564370056739	0.107431420059196	1.45615691934167	0.145349245690222	0.440711465042634
"ENSRNOG00000011548"	9.87556595178678	1.11603317862932	0.766596521414843	1.45582864969118	0.145439993699258	0.440711465042634
"ENSRNOG00000011826"	19.3902112264353	-0.481240697082889	0.330507812722604	-1.45606451211728	0.145374786679929	0.440711465042634
"ENSRNOG00000019302"	375.292710352478	-0.0942076893877758	0.0647076763753056	-1.45589665191143	0.145421191365954	0.440711465042634
"ENSRNOG00000007666"	202.356710630024	0.185712309180352	0.12759213294235	1.45551535896232	0.145526641338018	0.440898811203685
"ENSRNOG00000007115"	117.509537647723	-0.184242631442769	0.126614046353546	-1.45515159454194	0.145627298202432	0.440902965394544
"ENSRNOG00000007869"	102.180007182428	0.22860007648629	0.157091563211873	1.45520276081264	0.145613136817664	0.440902965394544
"ENSRNOG00000021230"	178.539391545311	0.142853727197543	0.0981535024734365	1.45541140761843	0.145555400165421	0.440902965394544
"ENSRNOG00000056466"	7.63630768717391	-0.832419339945218	0.571980046406314	-1.45532933390809	0.145578109474675	0.440902965394544
"ENSRNOG00000036622"	33.7331368655482	0.635188498465765	0.436600556337801	1.45485041016374	0.145710678940355	0.441080230064335
"ENSRNOG00000017108"	152.590867971147	0.165955425747461	0.11408052638167	1.45472177426879	0.145746302002985	0.441112891886015
"ENSRNOG00000009715"	1203.93328637758	0.189031567555336	0.129960839972035	1.45452712983397	0.145800217447866	0.441147729113477
"ENSRNOG00000009912"	63.6610837134227	0.288227843591548	0.198162711801858	1.4545009046896	0.145807482836527	0.441147729113477
"ENSRNOG00000008214"	313.324920120072	0.131808764979129	0.0906561504563499	1.45394178239008	0.145962447487982	0.44146619355168
"ENSRNOG00000011680"	61.4927964329354	-0.253683689626181	0.174475594780696	-1.45397807610311	0.145952384607631	0.44146619355168
"ENSRNOG00000008626"	380.235666376791	0.125959421940507	0.0866545719889931	1.45358079844312	0.14606256365658	0.441549103755347
"ENSRNOG00000016748"	134.999001754755	0.201717325971601	0.138766369754405	1.4536470639724	0.146044181475815	0.441549103755347
"ENSRNOG00000017234"	5.33295645285549	-0.797939319172129	0.548981302016838	-1.45349088619352	0.146087508312696	0.441549103755347
"ENSRNOG00000056011"	194.302489124064	-0.132980634341273	0.0914914253718993	-1.45347647389606	0.146091507067749	0.441549103755347
"ENSRNOG00000061677"	2.62787001394201	-1.04881980778313	0.721634448615763	-1.45339487297894	0.146114149179414	0.441549103755347
"ENSRNOG00000002028"	810.232854239471	0.100188723412498	0.0689418719721644	1.4532347403179	0.146158589593745	0.441608271296767
"ENSRNOG00000009945"	1619.08908015366	0.10673493040634	0.0734627104637714	1.45291304571422	0.146247898341528	0.44178985441243
"ENSRNOG00000013663"	540.771405959105	-0.26371963156837	0.181520190378015	-1.45283910852658	0.146268430659207	0.44178985441243
"ENSRNOG00000016940"	256.129175171863	-0.128886143297125	0.0887221329256902	-1.45269437339918	0.146308629912106	0.441792480359438
"ENSRNOG00000035632"	12.2149590928742	0.510783935795963	0.351620496607928	1.45265688639735	0.146319043064492	0.441792480359438
"ENSRNOG00000010164"	324.829389952329	-0.145571547100092	0.100218103331962	-1.4525474166868	0.146349454844622	0.441809205711253
"ENSRNOG00000016474"	782.300888379257	-0.0885268435700896	0.0609510890804702	-1.45242431112614	0.146383660577557	0.441837376863067
"ENSRNOG00000004998"	1.79086723626361	-1.42522447187658	0.981488247955089	-1.45210548862507	0.14647227605287	0.442021973091018
"ENSRNOG00000055624"	0.816609278237076	1.91994707715061	1.32225461691741	1.45202523975799	0.146494587377516	0.442021973091018
"ENSRNOG00000030291"	257.643185706606	-0.171911130380097	0.118408041735506	-1.45185350471468	0.146542343034062	0.442090971350891
"ENSRNOG00000024082"	33.1298416704284	1.52308933136835	1.04923450885724	1.45161955550548	0.146607418213649	0.442212187082533
"ENSRNOG00000017841"	425.316517190791	-0.115483495570443	0.0795608298483554	-1.45151195369074	0.146637356094334	0.442227394958176
"ENSRNOG00000050118"	3.22405174812717	-1.356349293036	0.934616939338136	-1.45123551259035	0.146714291299332	0.442359436468107
"ENSRNOG00000056396"	348.255497713066	0.169697505119576	0.116937947019645	1.45117568286937	0.14673094633058	0.442359436468107
"ENSRNOG00000001777"	251.63901211651	1.9456481873371	1.34108764338684	1.45079868339065	0.146835926404067	0.442600807859399
"ENSRNOG00000018825"	1028.01400638299	0.0700319046518468	0.0482807999144043	1.45051251793683	0.146915650985973	0.442765983790946
"ENSRNOG00000025629"	333.444045954666	0.113528572234284	0.0782738098698069	1.45040304570732	0.146946158275769	0.442782800585663
"ENSRNOG00000005350"	141.649373900343	0.176579652561217	0.121781043319572	1.44997651315768	0.14706506889828	0.443009184981994
"ENSRNOG00000012543"	50.3630633676925	0.307055851658659	0.211769280833284	1.44995464144013	0.147071168374645	0.443009184981994
"ENSRNOG00000001892"	6.38038933188179	0.629735302536203	0.434438943212519	1.44953695421395	0.147187688045341	0.443077948303511
"ENSRNOG00000008986"	14.5636270293703	0.528794716309053	0.364793294252901	1.44957356574229	0.147177471928106	0.443077948303511
"ENSRNOG00000020000"	173.50627333115	-0.131856437273592	0.0909573580045699	-1.44965113506229	0.147155828699207	0.443077948303511
"ENSRNOG00000024707"	4.83618755495439	0.96489378625642	0.665707623852198	1.44942577144144	0.14721871592002	0.443077948303511
"ENSRNOG00000058766"	0.806587155338584	1.91981662259296	1.32450048619317	1.44946464165583	0.147207867806406	0.443077948303511
"ENSRNOG00000010807"	1940.53513140294	0.110731073665171	0.0764087464263001	1.44919369632607	0.147283497440822	0.443122758306458
"ENSRNOG00000050784"	49.1710758909854	-0.252594525988749	0.174297250575929	-1.4492169277146	0.147277011642278	0.443122758306458
"ENSRNOG00000005038"	1.87370855377465	1.24579898334024	0.859918556655225	1.44874066700682	0.147410018978977	0.443390423351013
"ENSRNOG00000029197"	215.532240130601	-0.131427015004727	0.0907208818045178	-1.44869640142962	0.147422385875758	0.443390423351013
"ENSRNOG00000011639"	206.932820418628	0.155767614984341	0.107557243626094	1.4482298888752	0.147552768168413	0.443707435411465
"ENSRNOG00000018816"	1645.86853931293	0.123803888625617	0.0854933888409347	1.44811067035793	0.147586101843751	0.443732553664615
"ENSRNOG00000012424"	51.5123327428911	0.360517578442692	0.249010439811143	1.44780105892797	0.147672696544227	0.443842657989018
"ENSRNOG00000024795"	28.8696239301316	-0.327286304730275	0.22605170616423	-1.44783824145302	0.147662294975105	0.443842657989018
"ENSRNOG00000000304"	4799.43149482491	-0.0638132734620262	0.044087906974276	-1.4474099099161	0.147782151863957	0.443952424748303
"ENSRNOG00000006357"	95.5592296461409	-0.276870889776792	0.191288097005904	-1.44740260429401	0.14778419678752	0.443952424748303
"ENSRNOG00000039415"	238.650056439724	0.251729782349449	0.173907762428021	1.44749020305312	0.147759678361083	0.443952424748303
"ENSRNOG00000049083"	218.490840692438	-0.203241499033414	0.140440391469028	-1.44717268947685	0.14784856350972	0.444070685428333
"ENSRNOG00000020532"	469.531120119167	-0.115327899452214	0.0797077869894127	-1.44688372125464	0.147929493143787	0.444163554211136
"ENSRNOG00000051490"	1330.81919651309	-0.0726091354121602	0.0501829647436318	-1.44688811797183	0.147928261527471	0.444163554211136
"ENSRNOG00000048402"	51.3716189111461	-1.17939180146117	0.815206566718393	-1.4467398198334	0.147969807393166	0.444209513051344
"ENSRNOG00000010930"	219.044604847569	-0.139046790418705	0.0961466325672445	-1.44619511579313	0.14812248326583	0.444592712107289
"ENSRNOG00000000590"	2233.62018706754	0.194626531446679	0.134618162108819	1.44576726050793	0.148242491802258	0.444797396450411
"ENSRNOG00000017553"	679.588157109676	-0.105851898839711	0.0732192404604378	-1.44568419685951	0.148265798816804	0.444797396450411
"ENSRNOG00000042702"	142.832425100218	-0.15634121289077	0.108138662698981	-1.44574760764305	0.148248005990721	0.444797396450411
"ENSRNOG00000011402"	73.0695005129645	0.217360654882577	0.15036112596825	1.44559076345621	0.148292018848942	0.44480093394356
"ENSRNOG00000038330"	69.5825613008618	0.208743442356203	0.144410284660472	1.44548875342907	0.148320649766429	0.444811700456033
"ENSRNOG00000014368"	1648.88106730225	0.0786840935090437	0.0544403867873499	1.44532576185383	0.148366404995973	0.444873810253792
"ENSRNOG00000050317"	1264.59193067733	-0.123720042504067	0.0856561410258806	-1.44438029804174	0.148632029630112	0.445595061994882
"ENSRNOG00000011077"	2498.80005379227	0.0832816398521275	0.0576670992295156	1.44417945353321	0.148688502903488	0.445666382948802
"ENSRNOG00000018184"	1391.96590988098	-0.111970170492291	0.0775353739688302	-1.4441172430187	0.148705998521508	0.445666382948802
"ENSRNOG00000006248"	334.342027762654	-0.101780011856365	0.0704927534939851	-1.44383651952324	0.148784966640746	0.445827725320311
"ENSRNOG00000007443"	684.887655028937	-0.114877185827079	0.0795731597968226	-1.44366751452877	0.148832523544741	0.445827725320311
"ENSRNOG00000016186"	143.640757171586	0.151612569973135	0.105025643729595	1.44357667888697	0.148858088897016	0.445827725320311
"ENSRNOG00000030517"	41.3115920157349	0.273516587171451	0.189472462026327	1.44356907724905	0.148860228501648	0.445827725320311
"ENSRNOG00000056153"	3.51206138447643	0.967467753104483	0.67024671883286	1.44345018919181	0.148893694534252	0.44585278085164
"ENSRNOG00000006934"	791.160270604352	0.104517875109805	0.0724128464020998	1.44336095462165	0.148918817121897	0.44585284822792
"ENSRNOG00000025231"	120.30590061697	-0.154474624053384	0.107060881786635	-1.44286710024715	0.149057912559019	0.446194085066709
"ENSRNOG00000015997"	8.41605488122714	-0.614387289461043	0.426057274381568	-1.44202980773615	0.149293964859492	0.446484497183691
"ENSRNOG00000016838"	1.87589171758039	1.19993420689299	0.83202831148885	1.44217953923443	0.149251731121406	0.446484497183691
"ENSRNOG00000023109"	456.208230299767	0.158405465921917	0.109831120687112	1.44226394969768	0.149227926059729	0.446484497183691
"ENSRNOG00000039091"	1480.71903421858	0.0798071661386752	0.0553395632462795	1.44213581490527	0.149264063200739	0.446484497183691
"ENSRNOG00000056108"	19.1234497337828	0.346926088300012	0.240588739122045	1.44198805632388	0.149305743020387	0.446484497183691
"ENSRNOG00000058702"	2.20578210780886	1.20487764174744	0.835456081067796	1.44217951015149	0.149251739323747	0.446484497183691
"ENSRNOG00000031478"	1.24978879212526	1.50276489987009	1.04236087219229	1.4416935055414	0.149388856563061	0.446582675720238
"ENSRNOG00000057993"	1.94826799772171	1.2291987050863	0.852555174623445	1.44178200036052	0.149363882225929	0.446582675720238
"ENSRNOG00000024470"	721.84871206792	0.085429271382977	0.0592922882142223	1.44081589623126	0.149636701338086	0.447195695277731
"ENSRNOG00000057291"	8.33596948144356	0.628846295266636	0.436459640995227	1.44078910442378	0.14964427251764	0.447195695277731
"ENSRNOG00000003073"	18.3184653611796	-0.358585627083495	0.248980872038557	-1.44021355595527	0.149806989122227	0.447377247824841
"ENSRNOG00000033624"	124.923350107026	0.197151486051062	0.136896343960886	1.44015157999685	0.149824518746678	0.447377247824841
"ENSRNOG00000048651"	32.9734190464331	0.285028241747272	0.197908889183611	1.44019929030492	0.149811023959416	0.447377247824841
"ENSRNOG00000055025"	9.25648050371814	-0.653682099844354	0.453905294761608	-1.44012882728691	0.149830954642233	0.447377247824841
"ENSRNOG00000056231"	1.00988731456309	1.66536856564857	1.15637357262415	1.44016484384831	0.149820766993633	0.447377247824841
"ENSRNOG00000007227"	35.7923547562691	-0.281093921909274	0.195258693853078	-1.43959747124388	0.149981315485409	0.44765692750029
"ENSRNOG00000018250"	0.814257621902063	-1.81420715469995	1.26027683443742	-1.439530669077	0.150000227015804	0.44765692750029
"ENSRNOG00000058004"	0.849764636093066	1.97260490491552	1.37024299822633	1.43960225118384	0.149979962365795	0.44765692750029
"ENSRNOG00000036673"	44.1042674182901	-0.495004261783813	0.343909381967491	-1.43934503604384	0.150052788823582	0.447669416078132
"ENSRNOG00000053491"	5.83038705218634	-0.679821359433501	0.472315340703538	-1.43933787630288	0.150054816378382	0.447669416078132
"ENSRNOG00000050482"	2.6181323899942	1.00807838722303	0.700505139637908	1.43907350593331	0.15012969760213	0.447817601764337
"ENSRNOG00000013689"	205.413145251185	-0.130337454643442	0.0906052880219747	-1.43851929052784	0.150286768071318	0.448210856489393
"ENSRNOG00000014575"	302.406901178471	-0.103392982385825	0.0719058840635637	-1.43789320905125	0.15046435683718	0.448520418785244
"ENSRNOG00000026280"	147.614792214038	-0.140672833692069	0.0978228995833477	-1.4380358207662	0.150423890787932	0.448520418785244
"ENSRNOG00000030597"	1026.55578029378	-0.0913657339672236	0.0635416956747381	-1.43788630437112	0.150466316249579	0.448520418785244
"ENSRNOG00000043348"	288.095256310956	-0.133224148812596	0.0927104049870343	-1.43699241558947	0.15072014861949	0.449201677840269
"ENSRNOG00000055096"	138.308146687062	-0.164719021451323	0.114639940731296	-1.43683798509114	0.150764034390645	0.449257094930552
