"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSRNOG00000013974"	640.124797373241	-0.51842575037186	0.0797106539550614	-6.50384515304734	7.8292488937686e-11	9.65770472916748e-09
"ENSRNOG00000016593"	14.1403340439144	4.39574318911715	0.677018687751287	6.49279446586265	8.42586083094342e-11	1.03219700648309e-08
"ENSRNOG00000001967"	62.3846193527921	-2.38452401966439	0.367434579968751	-6.4896559813918	8.60325942279732e-11	1.04671025429554e-08
"ENSRNOG00000002667"	135.709054475793	1.93544362141525	0.298590234815786	6.48193877676311	9.05513865255797e-11	1.09419338697542e-08
"ENSRNOG00000032596"	19.3003915496887	-2.45432125321595	0.378866888098876	-6.47805688570869	9.29113277050266e-11	1.11512426623269e-08
"ENSRNOG00000030151"	293.95691120308	0.755352712227873	0.116824104222992	6.46572654891549	1.00813240882098e-10	1.20184268307967e-08
"ENSRNOG00000014254"	2413.62497712946	0.305697448190448	0.0474023998063527	6.44898674833503	1.12600406960882e-10	1.33341401923076e-08
"ENSRNOG00000012183"	72.5771870577771	1.40725551291933	0.218355632904218	6.44478685620455	1.15762987804715e-10	1.36178672342725e-08
"ENSRNOG00000028677"	104.142810372805	1.10600125359025	0.171675516592271	6.44239362457839	1.1760378945951e-10	1.37433954747979e-08
"ENSRNOG00000057141"	12.6704264407807	2.62168517337726	0.407384718896911	6.435403813074	1.23145493715353e-10	1.42969503586002e-08
"ENSRNOG00000013260"	63.2201049857226	1.22198038128544	0.189938426575696	6.43356061917487	1.24648848885477e-10	1.43775162516411e-08
"ENSRNOG00000047319"	149.471494512097	0.632273004171856	0.0983513736857713	6.42871553774066	1.28686687374378e-10	1.47474943731037e-08
"ENSRNOG00000006857"	25.451378180921	-4.23477937420864	0.658987936523999	-6.42618648915801	1.30844867085745e-10	1.48987011156672e-08
"ENSRNOG00000021745"	14.4348292316444	-2.91526028907772	0.454188215677777	-6.41861719095316	1.37517724866364e-10	1.55587729095619e-08
"ENSRNOG00000014178"	156.433747866037	-0.662753536272955	0.103612276755272	-6.39647691400848	1.59002859744324e-10	1.78757455546736e-08
"ENSRNOG00000005248"	146.707885360511	0.956985858048259	0.149891827246532	6.3845099204393	1.71947236351646e-10	1.92094261592093e-08
"ENSRNOG00000038478"	11.6989262601956	-5.4866963040698	0.859871800556174	-6.38083060814525	1.76130044829874e-10	1.95537374144565e-08
"ENSRNOG00000003698"	10.9247756595082	-3.02293706711796	0.474330381154233	-6.37306229417976	1.85290577658919e-10	2.04429598195986e-08
"ENSRNOG00000003905"	594.070287282862	0.353144787975625	0.0556054605528506	6.35090123280205	2.14057117056903e-10	2.34709664832208e-08
"ENSRNOG00000061998"	19.2008812105213	-3.89312093635241	0.614206499194072	-6.33845610793887	2.32078933533063e-10	2.52909085665509e-08
"ENSRNOG00000015948"	306.673000729576	0.850095215771759	0.134242465267278	6.33253578947026	2.41164321700738e-10	2.6120742965672e-08
"ENSRNOG00000048850"	11.9046087781575	-3.07445909735416	0.48585119076361	-6.32798510285021	2.48383113997702e-10	2.67395712360071e-08
"ENSRNOG00000033402"	154.133407539277	0.695497258231342	0.109932724437168	6.32657165363765	2.50667928551547e-10	2.68229784027779e-08
"ENSRNOG00000034078"	877.907150987232	-0.614881512314518	0.0973093252585898	-6.31883440441635	2.6354349104469e-10	2.80318744396816e-08
"ENSRNOG00000017901"	1841.15246985578	-0.537355712651002	0.0851696509717544	-6.30923934194835	2.80410193292047e-10	2.96483706157538e-08
"ENSRNOG00000006813"	517.682753410449	0.380625089845933	0.0604161044107731	6.30006011738258	2.97530223602466e-10	3.12723630878733e-08
"ENSRNOG00000018044"	2234.77850298905	-0.530335500285993	0.0843594989355328	-6.28661273452173	3.24467421908527e-10	3.39030283256539e-08
"ENSRNOG00000039656"	12.257483781236	2.81561173961581	0.449445702775386	6.26463157224341	3.73707909683975e-10	3.88197286533125e-08
"ENSRNOG00000009378"	4478.08384865276	0.301990898263477	0.048279213911654	6.2550914523192	3.97283037948274e-10	4.10287128085767e-08
"ENSRNOG00000021185"	135.159065282834	-0.729211035603159	0.117097269614818	-6.22739571983053	4.7425219128025e-10	4.86944605416825e-08
"ENSRNOG00000002549"	5.07016983778552	-5.74772403299049	0.923652935668432	-6.22281791247809	4.88303986363064e-10	4.98491017802708e-08
"ENSRNOG00000004466"	150.304065721422	-0.783001694745162	0.12587027898298	-6.22070357729991	4.94930431962054e-10	5.02368529310969e-08
"ENSRNOG00000015526"	1606.21227794714	-0.523869618060159	0.0843447168639335	-6.21105432015707	5.26302748737106e-10	5.31177029875978e-08
"ENSRNOG00000016220"	1068.07620179336	0.465142551098733	0.0750416410127298	6.19845921306316	5.70185769724232e-10	5.72098837273167e-08
"ENSRNOG00000025587"	989.074173714118	0.448002891283481	0.072286462657028	6.19760429292392	5.73290508554995e-10	5.72098837273167e-08
"ENSRNOG00000027839"	487.314088629427	-0.535444089764294	0.0864619794072001	-6.19282710661266	5.90945401775049e-10	5.86422523560346e-08
"ENSRNOG00000051383"	174.842479244618	-1.56407952373427	0.252620873484386	-6.19141048069783	5.96281997565561e-10	5.88430951264281e-08
"ENSRNOG00000022988"	43.076581469582	1.26794502660934	0.205982450012201	6.15559736537861	7.47950268019293e-10	7.34024343139597e-08
"ENSRNOG00000004146"	289.832550608986	-0.492699141242338	0.0801379666622514	-6.14813629248745	7.83986555907316e-10	7.65162263328663e-08
"ENSRNOG00000002336"	10.2306331425234	-3.62917715453203	0.591714979275649	-6.13331972595101	8.6063933861996e-10	8.3538451212603e-08
"ENSRNOG00000052142"	141.162778964895	0.64380258829914	0.105017830505546	6.13041219000561	8.76516842883091e-10	8.46172210876758e-08
"ENSRNOG00000020060"	242.282721408756	0.752725830029939	0.122934130524867	6.12300121061723	9.18289968308245e-10	8.81707281462668e-08
"ENSRNOG00000043866"	54192.0915127867	0.51992883004863	0.0849692656434953	6.11902228542365	9.41512380639645e-10	8.99144323510861e-08
"ENSRNOG00000005309"	98.6023220824715	-1.01954000886576	0.167054344536345	-6.1030439627025	1.04067202580186e-09	9.88527122690828e-08
"ENSRNOG00000012095"	39.9399867943071	-1.39662029305942	0.229374287266279	-6.0888267368787	1.13741129656106e-09	1.07467217344756e-07
"ENSRNOG00000003300"	320.821117244022	0.6790226684758	0.111737795625331	6.07692915969667	1.22505848422866e-09	1.15136052144729e-07
"ENSRNOG00000010549"	121.711760991755	-0.888462302660828	0.146701802405299	-6.05624667245897	1.39334287958876e-09	1.30262892474395e-07
"ENSRNOG00000010519"	56.6596702018135	-1.31641763425867	0.217420289587383	-6.05471382986817	1.40667506882249e-09	1.30820781400492e-07
"ENSRNOG00000008465"	843.49178566046	-0.653103728696153	0.107923766829334	-6.05152829523587	1.43478076843663e-09	1.32739639529895e-07
"ENSRNOG00000005375"	46.2555668817758	-1.59365796626407	0.263818523798007	-6.04073566678076	1.53413131069314e-09	1.41195722652032e-07
"ENSRNOG00000014727"	956.854833818961	0.418020096994195	0.0694316217866691	6.0206010782605	1.73770549737785e-09	1.59107539948056e-07
"ENSRNOG00000042232"	28.6693629511688	-1.67337153075761	0.278250104826232	-6.01391159152532	1.81099302061373e-09	1.64967533462368e-07
"ENSRNOG00000021292"	10.5968957310259	-2.88142223721776	0.47925957388661	-6.0122371971634	1.8298032018841e-09	1.65830583036058e-07
"ENSRNOG00000000490"	390.62027276224	1.19750907182924	0.199277005942414	6.00926868690156	1.86362048982102e-09	1.68038024165943e-07
"ENSRNOG00000042062"	123.412020253467	-0.96108544558266	0.160069963682259	-6.00415857837281	1.92326660166986e-09	1.72540326492231e-07
"ENSRNOG00000031266"	357.877852230675	0.703713942458337	0.117434210043871	5.99241006684032	2.06753779185294e-09	1.84551124606451e-07
"ENSRNOG00000007949"	167.245273844725	-1.42926793188467	0.238770575994773	-5.98594666001039	2.15134868574622e-09	1.9107203352455e-07
